mp_id,formula,bg_eV,gap_type,ehull,stable,fold0,fold1,fold2,fold3,fold4
mp-27616,ErSCl,2.9329,Direct,0.0,Stable,train,test,val,train,train
mp-1213844,CeSCl,0.1365,Direct,0.0,Stable,val,train,train,test,train
mp-23318,BiSCl,1.9636,Indirect,0.0,Stable,val,test,train,train,train
mp-1208155,TlIn4S5Cl,1.5302,Indirect,0.0,Stable,train,train,test,train,train
mp-558368,AgBi2S3Cl,0.7834,Indirect,0.0098,Stable,train,val,train,train,test
mp-1197810,Cs6Dy21S34Cl,1.9469,Indirect,0.0,Stable,train,train,train,test,train
mp-1199243,Cs6Ho21S34Cl,1.9586,Indirect,0.0,Stable,test,train,train,train,train
mp-1212237,Hg3S2BrCl,1.639,Indirect,0.0032,Stable,test,val,train,train,train
mp-23586,Hg6S4Br3Cl,1.5348,Indirect,0.0014,Stable,train,test,train,train,train
mp-542474,Hg3S2ICl,1.4043,Indirect,0.0139,Stable,train,train,test,train,val
mp-556541,InSb2S4Cl,1.5525,Indirect,0.0,Stable,train,train,train,test,train
mp-559521,InBi2S4Cl,1.5805,Indirect,0.0,Stable,train,test,train,val,val
mp-680728,K6Fe24S26Cl,0.0,Metal,0.0921,Stable,train,train,test,train,train
mp-1182041,FeSClO10,0.0,Metal,0.6385,Unstable,train,train,test,train,train
mp-1213106,CuTeSCl,1.22,Indirect,0.0803,Stable,train,train,train,test,train
mp-555237,PrSClO4,4.7054,Direct,0.0,Stable,train,train,train,train,test
mp-558122,GdSClO4,1.9163,Indirect,0.0,Stable,train,train,test,train,train
mp-559820,LaSClO4,4.0939,Indirect,0.0,Stable,val,test,train,train,train
mp-1205371,Ba3InS4Cl,2.8257,Indirect,0.013,Stable,train,val,train,train,test
mp-542133,Ce3Si2S8Cl,0.1024,Indirect,0.0,Stable,val,val,train,test,train
mp-556246,La3Si2S8Cl,2.6154,Direct,0.0,Stable,train,val,test,train,val
mp-556179,Pr3Si2S8Cl,2.7409,Indirect,0.0,Stable,val,test,train,train,val
mp-557510,Cu3TeS3Cl,0.7673,Indirect,0.0661,Stable,train,train,train,train,test
mp-1224076,In2AgS3Cl,1.088,Direct,0.0,Stable,train,test,val,train,train
mp-1210484,Na5S3ClO12,0.0,Metal,0.0857,Stable,train,train,test,train,train
mp-559355,Hg3AsS4Cl,1.5138,Indirect,0.0042,Stable,test,train,train,train,train
mp-1226127,Cu3Bi2S4Cl,0.8113,Indirect,0.0046,Stable,val,test,train,train,val
mp-1193300,ReS2ClO9,2.396,Indirect,0.0,Stable,train,test,train,train,train
mp-985592,Li6PS5Cl,2.2955,Direct,0.0829,Stable,test,val,val,val,train
mp-1226363,Cr2S2BrCl,0.0,Metal,0.0,Stable,test,train,train,train,train
mp-1219229,Sm3SiS6Cl,1.8437,Indirect,0.028,Stable,train,train,train,train,test
mp-672253,CuHgSCl,0.5616,Indirect,0.0238,Stable,train,train,train,test,train
mp-23567,CuHgSCl,0.57,Indirect,0.0132,Stable,train,train,train,train,test
mp-558199,CuAs4S3Cl,1.6696,Direct,0.0042,Stable,test,train,train,val,train
mp-1181082,HgSNCl,0.6272,Indirect,0.6619,Unstable,test,train,train,train,train
mp-1198976,Ba3GaS4Cl,3.1691,Direct,0.0,Stable,train,train,test,val,train
mp-555012,La6S4N3Cl,1.295,Indirect,0.0512,Stable,test,train,train,train,train
mp-555844,MnSbS2Cl,0.0,Metal,0.0066,Stable,train,train,train,test,train
mp-556087,Pr6S4N3Cl,1.2595,Indirect,0.0445,Stable,train,train,val,val,test
mp-557049,CdSbS2Cl,1.6373,Indirect,0.0075,Stable,test,val,train,train,train
mp-557029,PtS4N3Cl,1.5036,Indirect,0.4396,Unstable,val,test,val,val,train
mp-556910,Sm3SiS6Cl,2.6328,Indirect,0.0,Stable,train,test,val,train,train
mp-558130,MnBiS2Cl,0.854,Indirect,0.0,Stable,test,val,val,train,train
mp-558849,CdBiS2Cl,1.916,Indirect,0.012,Stable,val,test,train,train,train
mp-559779,Nd3SiS6Cl,2.6289,Indirect,0.0,Stable,train,train,test,train,train
mp-561469,Nd6S4N3Cl,1.2529,Indirect,0.0283,Stable,train,train,test,train,train
mp-677013,Na3Pb2S3ClO12,4.1483,Indirect,0.0006,Stable,train,test,train,train,train
mp-1202298,K4Mo2S4ClO20,0.0626,Direct,0.6025,Unstable,train,train,val,test,train
mp-558745,Rb4NpS2ClO10,0.1333,Indirect,0.0,Stable,train,train,test,train,train
mp-553977,K4NpS2ClO10,0.1226,Indirect,0.0,Stable,train,val,train,train,test
mp-1194731,CsBa2SnS4Cl,2.5537,Direct,0.0,Stable,val,val,train,test,train
mp-1203697,CuAs7PS7Cl,1.8362,Direct,0.0018,Stable,train,test,train,train,train
mp-23146,TlZnSClO4,4.3633,Indirect,0.0,Stable,val,train,test,train,train
mp-559540,RbZnSClO4,4.5467,Indirect,0.0,Stable,train,val,train,test,train
mp-679669,NaZr2SN2Cl,1.9293,Indirect,0.0767,Stable,train,train,train,test,val
mp-1215129,AlCu6SClO19,0.0,Metal,0.6902,Unstable,train,test,train,train,train
mp-1197298,CuAs12P4S12Cl,2.2937,Indirect,0.0,Stable,val,train,train,train,test
mp-1220698,NaZr2SN2Cl,1.1212,Indirect,0.0918,Stable,test,train,train,val,train
mp-2240378,MgCu3TeS3Cl,0.3029,Indirect,0.2359,Unstable,train,train,train,train,test
mp-1201802,Ba4NaGe3S10Cl,1.8421,Indirect,0.0058,Stable,train,train,train,train,test
mp-1211928,KSn4S3ClO12,0.0,Metal,0.2466,Unstable,train,train,train,test,train
mp-532767,K6LiFe24S26Cl,0.0,Metal,0.0873,Stable,train,train,test,train,train
mp-555092,K3WS3ClO,2.7764,Direct,0.1616,Unstable,test,train,train,train,train
mp-561299,As2Pb4S6ICl,1.829,Indirect,0.0106,Stable,train,train,train,val,test
mp-555595,KCu3S2ClO9,0.0,Metal,0.0125,Stable,train,train,train,train,test
mp-1224128,K3Sn2S3ClO3,0.8936,Indirect,0.5463,Unstable,train,test,train,train,train
mp-1223492,Na3Pb2S3ClO12,4.2515,Indirect,0.0,Stable,train,val,val,train,test
mp-42091,K3Sn2S3ClO12,3.9145,Indirect,0.0056,Stable,train,train,val,test,train
mp-554279,Tl3Hg2S3ClO12,2.7629,Indirect,0.0,Stable,train,train,train,train,test
mp-560324,Rb3Hg2S3ClO12,2.4564,Indirect,0.0,Stable,train,train,train,val,test
mp-1097034,Li20Si3P3S23Cl,2.3724,Indirect,0.0355,Stable,train,val,test,train,train
mp-1040451,Li20Si3P3S23Cl,2.3936,Indirect,0.0353,Stable,train,train,train,test,train
mp-1097035,Li20Si3P3S23Cl,2.3076,Indirect,0.0305,Stable,train,val,train,test,train
mp-1192535,HgSNClO3,0.0,Metal,0.9407,Unstable,val,train,test,train,train
mp-1196906,CoS2N5ClO4,0.6526,Indirect,1.0998,Unstable,test,train,train,train,train
mp-23652,Hg6S4IBr2Cl,1.8506,Direct,0.0142,Stable,test,train,train,train,train
mp-2240084,MgCu3TeS3Cl,0.0,Metal,0.2803,Unstable,train,train,train,train,test
mp-560773,K2NaS2ClO6,5.1595,Direct,0.0117,Stable,val,train,train,train,test
mp-653840,KCu7TeS5ClO24,0.0,Metal,0.0,Stable,train,train,train,train,test
mp-27362,Nb(SCl)2,1.5102,Direct,0.0,Stable,train,train,test,train,train
mp-1206395,Tl2SCl2,2.134,Indirect,0.6175,Unstable,val,train,train,val,test
mp-23418,Hg3(SCl)2,1.9398,Indirect,0.0,Stable,train,test,train,train,val
mp-1013760,Sn5(S2Cl)2,1.1857,Indirect,0.0873,Stable,train,train,test,train,train
mp-1198863,Hg3(SCl)2,1.8038,Direct,0.0055,Stable,train,val,test,train,val
mp-1224250,Hg3(SCl)2,0.5971,Direct,0.0763,Stable,train,train,test,train,train
mp-1014204,Sn5(S2Cl)2,0.8334,Direct,0.0387,Stable,train,train,test,train,train
mp-1215990,Zn6S5Cl2,1.5051,Indirect,0.2743,Unstable,val,train,train,test,train
mp-29573,Sb4S5Cl2,1.943,Indirect,0.006,Stable,train,train,test,train,train
mp-1013730,Cd5(S2Cl)2,1.9571,Indirect,0.0677,Stable,test,train,train,train,val
mp-1021494,Cd5(S2Cl)2,1.391,Indirect,0.0469,Stable,train,train,train,train,test
mp-560845,Cu2As4S3Cl2,1.4078,Indirect,0.0286,Stable,train,train,test,train,train
mp-1219905,Pr5S2N3Cl2,0.704,Indirect,0.0661,Stable,train,train,train,test,train
mp-1147535,Ca2Cu(SCl)2,0.0,Metal,0.364,Unstable,test,val,train,train,train
mp-1147576,Sr2Cu(SCl)2,0.0,Metal,0.3243,Unstable,train,train,train,test,train
mp-1147578,Ba2Cu(SCl)2,0.0,Metal,0.2441,Unstable,train,test,train,train,train
mp-1147581,Ba2Cu(SCl)2,0.0,Metal,0.0479,Stable,test,train,train,train,train
mp-1147601,CuPb2(SCl)2,0.0,Metal,0.2751,Unstable,test,train,train,train,train
mp-1147579,Sr2Cu(SCl)2,0.0,Metal,0.1049,Unstable,train,train,train,train,test
mp-1203568,TiP2(S4Cl)2,1.8109,Indirect,0.0,Stable,train,train,train,train,test
mp-1194018,TiS5(ClO3)2,0.161,Indirect,0.633,Unstable,train,train,train,test,train
mp-559071,Ag2Bi2S3Cl2,1.6368,Indirect,0.005,Stable,train,train,test,train,train
mp-558979,VS2N3Cl2,0.863,Indirect,0.2712,Unstable,test,val,train,train,val
mp-559033,VS2N3Cl2,0.8105,Indirect,0.2754,Unstable,val,train,train,test,train
mp-560005,TlRe3(S2Cl)2,1.8577,Indirect,0.0,Stable,train,train,test,train,val
mp-726564,TiS5(ClO3)2,0.0,Metal,0.3537,Unstable,test,train,val,train,train
mp-1223145,La4S4Cl2O,2.7466,Direct,0.014,Stable,val,train,train,val,test
mp-1220227,Nd4S4Cl2O,2.8926,Indirect,0.0206,Stable,val,test,train,train,train
mp-1227009,Ce4S4Cl2O,0.0,Metal,0.037,Stable,train,test,train,train,train
mp-1040450,Li5P(S2Cl)2,2.7793,Indirect,0.0163,Stable,train,train,train,train,test
mp-559847,Ag5P(S2Cl)2,1.2689,Indirect,0.0,Stable,test,train,val,train,train
mp-556040,CaS2(ClO3)2,4.7193,Direct,0.0,Stable,test,train,train,train,train
mp-1214971,Ag6Ge(S2Cl)2,0.6229,Indirect,0.011,Stable,train,train,train,test,train
mp-653586,CuS4(N2Cl)2,0.2488,Indirect,0.3099,Unstable,val,train,train,test,train
mp-556094,AgBiSCl2,1.0752,Direct,0.0,Stable,test,train,train,train,train
mp-554238,CuBiSCl2,0.6432,Direct,0.037,Stable,train,test,train,val,train
mp-1190453,Pr3AsS5Cl2,2.1611,Indirect,0.0,Stable,train,test,train,train,train
mp-1224553,K8Cu9S8(ClO18)2,0.0467,Indirect,0.0095,Stable,train,train,train,train,test
mp-1204181,AgS8N9(ClO6)2,0.0,Metal,1.1808,Unstable,train,train,train,train,test
mp-1183030,AgS8N9(ClO6)2,0.0853,Direct,0.9203,Unstable,test,train,train,train,train
mp-557645,K5NaS4(ClO6)2,5.1579,Indirect,0.0151,Stable,test,train,val,val,val
mp-1202858,Hg2GeS6Cl2O21,2.1278,Direct,0.0,Stable,train,test,train,val,train
mp-1204852,CsMoS(ClO)2,0.3979,Indirect,0.4519,Unstable,test,val,train,train,train
mp-1227702,Ca10Si3S3(ClO12)2,4.2895,Indirect,0.0301,Stable,test,train,val,train,train
mp-23645,KBiS(ClO2)2,4.2054,Indirect,0.0,Stable,train,train,test,train,train
mp-1189153,K2HgS(ClO2)2,0.2035,Indirect,0.4578,Unstable,train,train,val,test,train
mp-42163,Ca10Si3S3(ClO12)2,4.4998,Indirect,0.0283,Stable,val,train,train,val,test
mp-695095,Ca19Si6S6(ClO24)2,3.974,Indirect,0.045,Stable,train,train,test,train,train
mp-1198427,RuSN4(ClO)2,0.5038,Indirect,1.2056,Unstable,train,train,train,test,train
mp-560601,K2CuS(ClO2)2,0.731,Indirect,0.0,Stable,val,val,train,test,val
mp-572902,Cs2CeAsS3Cl2,0.1059,Direct,0.0271,Stable,train,val,train,test,train
mp-1229204,Ag4Hg5S5IBrCl2,0.8687,Direct,0.007,Stable,val,test,val,train,train
mp-675345,Bi5(S2Cl)3,1.4488,Indirect,0.0638,Stable,train,test,train,train,train
mp-27866,MoS2Cl3,1.4385,Indirect,0.0,Stable,train,train,test,train,train
mp-28064,SbS8Cl3,2.8648,Indirect,0.0,Stable,test,train,val,train,train
mp-676611,Bi7(S3Cl)3,0.9447,Indirect,0.17,Unstable,train,train,test,train,train
mp-1209339,Sb10Pb10(S8Cl)3,0.0,Metal,0.0299,Stable,test,train,train,train,train
mp-1181100,IrS2Cl3O7,0.4761,Indirect,0.4272,Unstable,train,train,train,test,train
mp-1194026,IrS2Cl3O7,0.2995,Indirect,0.0541,Stable,val,val,train,train,test
mp-1214856,AlSNCl3,2.4413,Indirect,0.0853,Stable,test,train,val,train,val
mp-555688,WS2(NCl)3,0.8792,Indirect,0.2335,Unstable,val,test,train,train,train
mp-557085,FeS4N4Cl3,0.8885,Direct,0.2537,Unstable,test,train,train,train,train
mp-557331,FeS4N4Cl3,0.9611,Indirect,0.253,Unstable,train,train,train,test,train
mp-669471,HgS4(NCl)3,1.9589,Indirect,0.1649,Unstable,train,train,test,train,train
mp-1191097,Ce4S3NCl3,0.0,Metal,0.0038,Stable,train,train,test,train,train
mp-559256,La4S3NCl3,2.9165,Indirect,0.0,Stable,val,val,test,val,train
mp-558143,Pr4S3NCl3,3.0308,Indirect,0.0,Stable,train,val,train,train,test
mp-559514,Nd4S3NCl3,3.0831,Indirect,0.0,Stable,train,train,train,test,train
mp-556418,AlSCl3O2,3.9643,Indirect,0.0,Stable,train,train,test,train,train
mp-560328,Ag15P4S16Cl3,1.2888,Indirect,0.0,Stable,train,train,test,val,train
mp-1212663,Na22S10Cl3O40,5.0754,Direct,0.0372,Stable,test,train,val,val,train
mp-559558,Cu3P8(S2Cl)3,1.8726,Indirect,0.0,Stable,train,train,val,test,train
mp-1173865,Na21ZnS10Cl3O40,3.8486,Direct,0.0799,Stable,val,train,test,train,train
mp-1229155,Ag4Hg4S4BrCl3,1.5994,Indirect,0.0,Stable,val,test,train,train,train
mp-721012,Na13Ca7S12(ClO16)3,5.0397,Indirect,0.0153,Stable,train,train,train,train,test
mp-1223572,La5Ti6S3(ClO5)3,1.7769,Indirect,0.027,Stable,test,val,train,train,train
mp-690978,La5Ti6S3(ClO5)3,1.7566,Indirect,0.0273,Stable,test,train,train,train,train
mp-1189737,Hg2SN(ClO)3,0.0294,Indirect,0.6772,Unstable,val,val,train,train,test
mp-1227756,Ca2LaGeS4Cl3,2.441,Indirect,0.0117,Stable,test,train,val,train,train
mp-559765,KHg2S(ClO)3,2.6937,Indirect,0.0515,Stable,val,test,val,val,train
mp-1223192,Na21ZnS10Cl3O40,4.351,Direct,0.012,Stable,test,train,train,train,train
mp-29051,WS9Cl4,1.2552,Direct,0.0,Stable,test,train,train,train,train
mp-28242,Tl6SCl4,1.7994,Direct,0.0157,Stable,test,train,train,train,train
mp-572970,WSCl4,1.9445,Direct,0.0013,Stable,train,val,test,train,train
mp-640341,Mo3S7Cl4,1.6862,Indirect,0.0,Stable,train,train,train,train,test
mp-1182355,Gd2SCl4,1.1898,Indirect,0.1309,Unstable,test,train,train,train,train
mp-29880,Sm2SCl4,3.5037,Indirect,0.0,Stable,test,train,train,train,train
mp-865182,Gd2SCl4,1.7563,Indirect,0.0,Stable,train,test,train,train,val
mp-1205307,WSCl4,1.8865,Indirect,0.0059,Stable,train,train,test,train,train
mp-2017401,WSCl4,2.1759,Direct,0.0036,Stable,train,train,val,test,val
mp-2017348,WSCl4,2.2983,Direct,0.0078,Stable,test,train,val,val,train
mp-2422943,WSCl4,2.0094,Indirect,0.0009,Stable,test,val,train,train,train
mp-27475,WSCl4,1.9734,Indirect,0.0011,Stable,test,train,train,train,train
mp-756473,WSCl4,1.9497,Indirect,0.0038,Stable,train,train,train,test,train
mp-979414,WSCl4,1.983,Indirect,0.0044,Stable,train,train,train,train,test
mp-558360,AlAs3S5Cl4,2.2534,Indirect,0.0,Stable,train,val,train,train,test
mp-561470,AuS5N5Cl4,1.7334,Indirect,0.3248,Unstable,train,train,test,train,train
mp-1181548,Cu4W(SCl)4,0.0,Metal,0.3414,Unstable,train,train,test,train,train
mp-672345,Cu4W(SCl)4,0.0,Metal,0.3548,Unstable,train,test,train,train,train
mp-1191374,Hg4S(ICl2)2,0.8916,Indirect,0.1669,Unstable,train,train,test,train,train
mp-1203609,FeS4(NCl)4,0.4962,Indirect,0.2372,Unstable,train,train,val,test,train
mp-556297,FeS3(NCl2)2,1.3014,Direct,0.1221,Unstable,train,train,test,train,train
mp-557272,AlS2(NCl2)2,1.0462,Indirect,0.1192,Unstable,test,train,train,train,val
mp-560840,TiS4(NCl)4,2.0362,Indirect,0.2278,Unstable,train,train,train,train,test
mp-614997,SnS16(Cl2O)2,2.123,Indirect,0.0471,Stable,train,test,train,train,val
mp-1200983,Re2S(ClO2)4,2.0921,Direct,0.0,Stable,train,test,train,train,train
mp-1180071,Pb10S(ClO3)4,0.044,Indirect,0.0678,Stable,train,train,train,train,test
mp-557484,BiS4N3Cl4,2.0317,Indirect,0.1112,Unstable,train,train,train,val,test
mp-566296,SnS8(N2Cl)4,1.6015,Direct,0.2596,Unstable,train,train,train,train,test
mp-1105779,ZnHg3(SCl2)2,0.0392,Indirect,0.3302,Unstable,test,val,train,val,train
mp-1198672,OsSeS3Cl4,1.4276,Indirect,0.0,Stable,train,train,train,test,val
mp-2217903,MgNb2(SCl)4,0.9003,Indirect,0.2306,Unstable,train,test,val,train,train
mp-2241078,MgNb2(SCl)4,0.8791,Indirect,0.2526,Unstable,train,train,train,test,train
mp-558270,AlS5N5Cl4,2.3109,Indirect,0.171,Unstable,train,test,train,val,val
mp-559963,AlS2NCl4,2.1196,Direct,0.0401,Stable,train,train,train,train,test
mp-560637,GaS5N5Cl4,2.3285,Indirect,0.1738,Unstable,train,test,train,train,train
mp-2234083,MgNb2(SCl)4,1.1116,Indirect,0.2411,Unstable,test,train,val,train,train
mp-561350,AlBiSCl4,2.8305,Indirect,0.0,Stable,train,test,train,train,train
mp-866713,ReTeSCl4,2.3274,Indirect,0.0,Stable,test,train,train,train,train
mp-1224205,K12Mo4S11Cl4O5,2.3966,Indirect,0.1459,Unstable,train,train,test,train,train
mp-2229527,MgV2S4(N3Cl2)2,0.0,Metal,0.3931,Unstable,train,train,train,test,train
mp-2229444,MgV2S4(N3Cl2)2,0.1962,Indirect,0.3179,Unstable,val,train,train,test,val
mp-2229416,MgV2S4(N3Cl2)2,0.4755,Indirect,0.3675,Unstable,train,train,train,test,train
mp-2228916,MgV2S4(N3Cl2)2,0.0,Metal,0.3909,Unstable,test,train,train,train,val
mp-1191290,Hg2SN2Cl4O3,2.7911,Indirect,0.8974,Unstable,train,train,train,train,test
mp-559061,K2Hg2SCl4O3,2.2126,Indirect,0.0325,Stable,train,val,val,test,train
mp-1181321,IrS2N5(Cl2O3)2,0.0,Metal,0.9707,Unstable,train,val,train,test,train
mp-555090,LiBS4(ClO3)4,4.6504,Indirect,0.0091,Stable,train,val,train,test,train
mp-1225472,GaHg3AsSCl4,2.9482,Indirect,0.0,Stable,train,train,test,train,train
mp-1238685,GaHg3AsSCl4,2.6601,Indirect,0.0002,Stable,train,train,train,test,train
mp-2229780,MgV2S4(N3Cl2)2,0.6457,Indirect,0.4018,Unstable,train,train,train,test,train
mp-556310,LiAlS3(Cl2O3)2,1.9832,Indirect,0.031,Stable,train,train,test,train,train
mp-560423,KBS4(ClO3)4,4.6462,Indirect,0.0,Stable,train,train,train,test,train
mp-1204262,Na3IrS2N2(Cl2O5)2,0.0,Metal,0.2079,Unstable,train,train,train,test,train
mp-1202327,AlCu4SbPb6S2(Cl2O13)2,0.1848,Indirect,0.2309,Unstable,train,train,train,test,val
mp-1337931,RhSCl5,1.3047,Indirect,0.0064,Stable,train,train,test,val,train
mp-28192,AuSCl5,1.7772,Indirect,0.0,Stable,train,test,train,train,train
mp-556023,Nd3S2Cl5,3.2203,Indirect,0.0,Stable,train,train,train,test,train
mp-1179727,RhSCl5,1.5419,Direct,0.0,Stable,train,train,train,train,test
mp-30157,Dy3S2Cl5,3.4108,Indirect,0.0201,Stable,test,train,val,train,val
mp-657300,RhSCl5,1.5402,Indirect,0.0045,Stable,train,train,train,test,train
mp-559738,SbSNCl5,1.8036,Direct,0.1367,Unstable,train,val,test,train,train
mp-1203263,SbS8N6Cl5,1.3868,Indirect,0.355,Unstable,train,train,test,val,train
mp-554079,FeS3N2Cl5,1.3789,Indirect,0.0924,Stable,train,test,val,train,train
mp-554153,SbS4N4Cl5,1.5929,Direct,0.299,Unstable,train,train,test,train,train
mp-554353,TiS4(NCl)5,1.4847,Indirect,0.2978,Unstable,train,test,train,val,train
mp-556728,TaP2S2Cl5,2.3564,Indirect,0.0,Stable,test,train,val,val,train
mp-558716,WSNCl5,1.0193,Indirect,0.1061,Unstable,train,val,train,train,test
mp-561020,NbP4(SCl)5,1.6067,Indirect,0.0043,Stable,test,val,train,val,train
mp-572763,TaP4(SCl)5,2.1596,Indirect,0.0072,Stable,val,train,test,val,train
mp-679987,NbP2S2Cl5,1.705,Indirect,0.0,Stable,val,val,test,train,train
mp-560907,MoSeS2Cl5,2.016,Indirect,0.0,Stable,train,test,val,train,val
mp-573078,WSeS2Cl5,2.2845,Indirect,0.0275,Stable,train,train,test,train,val
mp-1196151,InHg7S6Cl5,1.4549,Indirect,0.0,Stable,train,test,train,train,train
mp-1208658,TaP4(S2Cl)5,1.7349,Indirect,0.0022,Stable,train,train,test,train,val
mp-555967,TaP4S4Cl5,1.8505,Indirect,0.0079,Stable,train,test,train,val,train
mp-557016,TaP4S6Cl5,2.2644,Indirect,0.0069,Stable,train,train,train,test,train
mp-558183,MoS2N2Cl5,0.5402,Indirect,0.1388,Unstable,test,train,train,train,train
mp-560192,TaP4(SCl)5,2.1827,Indirect,0.0064,Stable,train,train,test,train,val
mp-559716,FeS4N4Cl5,0.4905,Indirect,0.1911,Unstable,train,train,train,train,test
mp-561160,NbP4(S2Cl)5,1.191,Indirect,0.0002,Stable,train,train,val,test,val
mp-1190557,Hg4BiS2Cl5,2.3713,Direct,0.0,Stable,train,val,train,test,train
mp-572131,SbS8Cl5O,1.5149,Indirect,0.2777,Unstable,train,train,val,train,test
mp-556831,AlSeS2N2Cl5,2.2488,Indirect,0.1734,Unstable,train,train,train,train,test
mp-638705,FeTeS2N2Cl5,1.3164,Indirect,0.2374,Unstable,val,val,test,val,train
mp-729342,Rb3Bi2S2(ClO2)5,1.1148,Indirect,0.1986,Unstable,test,train,train,train,train
mp-560777,K3Hg3S2Cl5O6,2.3443,Indirect,0.0457,Stable,train,train,val,test,train
mp-28174,Pd(SCl3)2,1.7553,Indirect,0.0,Stable,train,train,train,test,val
mp-28575,W(S4Cl3)2,0.6399,Indirect,0.0,Stable,val,test,train,train,train
mp-28722,Pt(SCl3)2,1.8217,Indirect,0.0559,Stable,train,test,train,train,train
mp-559940,AlS2NCl6,1.7401,Indirect,0.0127,Stable,val,train,test,train,val
mp-1205421,ZrSCl6O,3.3005,Direct,0.0,Stable,train,test,train,train,train
mp-1213776,Cs3Re6(S4Cl3)2,0.1448,Direct,0.0138,Stable,train,train,train,test,train
mp-554183,ZrHg3(SCl3)2,2.5687,Direct,0.0,Stable,train,test,train,train,train
mp-554265,ZrSCl6O,3.2869,Indirect,0.0001,Stable,train,train,test,train,train
mp-557792,HfSCl6O,3.2563,Indirect,0.0,Stable,train,test,train,train,train
mp-560517,TiSCl6O,2.6561,Indirect,0.0208,Stable,test,train,train,train,train
mp-561355,TiSCl6O,2.6504,Indirect,0.022,Stable,train,train,train,val,test
mp-558135,Ti4S8Cl6O,1.597,Indirect,0.0,Stable,train,train,val,test,train
mp-554370,TiSCl6O,2.6537,Indirect,0.0222,Stable,train,train,train,train,test
mp-559350,ZrS4(N2Cl3)2,1.5597,Direct,0.1689,Unstable,test,train,val,val,train
mp-608398,NbSNCl6,1.8326,Indirect,0.0937,Stable,train,test,train,train,train
mp-661715,TiSCl6O,0.0,Metal,1.366,Unstable,train,test,train,train,train
mp-989517,Cs2SBrCl6,0.0,Metal,0.0644,Stable,test,train,train,train,train
mp-989518,Rb2SBrCl6,0.0,Metal,0.0679,Stable,train,test,train,train,train
mp-989587,K2SBrCl6,0.0,Metal,0.1113,Unstable,test,train,train,train,train
mp-647878,SbS5N5Cl6,1.7915,Indirect,0.2878,Unstable,test,val,val,train,train
mp-1208924,Ti4S24Cl6O,1.0792,Direct,0.0,Stable,val,train,train,val,test
mp-555056,SbS2NCl6,1.6653,Direct,0.1244,Unstable,train,train,train,test,train
mp-1200783,KB6S4(Cl3O4)2,1.7539,Indirect,0.5651,Unstable,train,train,test,train,val
mp-1196966,LiB6S4(Cl3O4)2,1.5094,Indirect,0.5758,Unstable,train,train,val,test,train
mp-866812,UTa2S6Cl6O,0.183,Indirect,0.0,Stable,test,train,train,train,train
mp-1201123,RbB6S2(Cl3O2)2,1.7797,Indirect,0.5303,Unstable,train,val,test,train,train
mp-2239851,MgSbS2NCl6,0.764,Indirect,0.2111,Unstable,train,test,train,train,train
mp-2217785,MgSbS2NCl6,0.1388,Indirect,0.306,Unstable,test,train,train,train,train
mp-2223676,MgSbS2NCl6,0.7927,Indirect,0.2111,Unstable,train,val,train,train,test
mp-556587,AuSCl7,1.8191,Direct,0.0,Stable,val,train,train,train,test
mp-649334,FeSCl7,1.4278,Indirect,0.0,Stable,test,train,val,val,val
mp-866711,FeSCl7,0.6859,Direct,0.0544,Stable,train,train,test,train,train
mp-680059,Re3(SCl)7,1.6865,Indirect,0.0,Stable,test,train,val,train,train
mp-555805,AlSCl7,2.4961,Direct,0.0,Stable,train,train,test,train,val
mp-555282,Ga2S5N5Cl7,2.519,Indirect,0.1301,Unstable,train,train,test,train,train
mp-585964,SbS3N2Cl7,1.8447,Indirect,0.1512,Unstable,train,train,train,train,test
mp-699535,MoSCl7O,1.8759,Indirect,0.164,Unstable,train,train,test,train,train
mp-1217392,Tl5Re6S8Cl7,2.349,Indirect,0.0015,Stable,train,val,test,train,train
mp-1228296,Cs5Re6S8Cl7,2.6061,Direct,0.0,Stable,test,train,train,train,val
mp-554511,Cu7P12S9Cl7,1.5236,Indirect,0.0157,Stable,train,val,test,train,val
mp-1227999,Cs3Re6(SCl)7,2.3721,Indirect,0.0,Stable,val,train,train,train,test
mp-560884,TaSCl7O,2.8827,Indirect,0.0,Stable,train,test,train,train,train
mp-28721,Pt(SCl4)2,1.9198,Direct,0.0,Stable,test,train,train,train,train
mp-29568,RuS3Cl8,1.8602,Indirect,0.0,Stable,test,train,train,val,train
mp-2218333,MgW2(SCl4)2,0.1396,Indirect,0.2043,Unstable,train,test,train,train,train
mp-2218459,MgW2(SCl4)2,0.3822,Indirect,0.1743,Unstable,val,train,train,test,train
mp-2218594,MgW2(SCl4)2,0.5906,Indirect,0.1822,Unstable,train,train,test,train,train
mp-2218742,MgW2(SCl4)2,0.4474,Indirect,0.1872,Unstable,train,train,train,test,train
mp-1104411,Hg3Bi2(SCl4)2,2.7814,Indirect,0.0,Stable,train,train,val,test,train
mp-554625,SbS2NCl8,1.8257,Indirect,0.0573,Stable,train,val,val,test,train
mp-559303,MoS3(NCl4)2,0.5156,Direct,0.0755,Stable,train,val,test,train,val
mp-1220410,Os4SeS11Cl8,0.1225,Indirect,0.122,Unstable,train,train,test,train,train
mp-648140,Na2Al2S3(Cl4O3)2,2.5981,Indirect,0.0201,Stable,test,val,train,train,train
mp-1195160,Al2Cu2Bi2S3Cl8,1.2722,Direct,0.006,Stable,train,train,train,test,train
