mp_id,formula,bg_eV,gap_type,gt_code,ehull,stable,fold0,fold1,fold2,fold3,fold4
mp-1214996,AsSeS2(NF3)2,1.5211,Indirect,1,0.1652,Unstable,val,test,val,train,train
mp-557904,SbSe2S(NF3)2,1.5584,Indirect,1,0.1303,Unstable,train,train,train,test,train
mp-557877,,7.103,Indirect,1,0.2326,Unstable,test,train,train,train,train
mp-560986,AsSe2S(NF3)2,1.5718,Indirect,1,0.1295,Unstable,train,train,train,test,train
mp-39536,,6.0209,Direct,0,0.1759,Unstable,train,test,train,train,train
mp-40886,,5.526,Indirect,1,0.179,Unstable,train,val,test,train,train
mp-505281,CsSbS6(O3F)6,2.6292,Indirect,1,0.0,Stable,train,test,train,train,val
mp-638469,,6.1553,Indirect,1,0.1717,Unstable,train,train,train,test,train
mp-728443,,1.1549,Indirect,1,0.464,Unstable,train,train,test,val,train
mp-622197,Cs2PtS6(O3F)6,2.1952,Indirect,1,0.0,Stable,train,train,test,train,train
mp-680169,Na21S7Cl(O14F3)2,4.9055,Direct,0,0.0,Stable,train,train,train,test,train
mp-1179614,,4.3864,Indirect,1,0.0,Stable,train,train,val,train,test
mp-555656,,0.2434,Indirect,1,0.1775,Unstable,train,test,val,train,val
mp-684804,,2.2023,Direct,0,0.5421,Unstable,val,train,train,train,test
mp-759958,,2.852,Indirect,1,0.124,Unstable,train,test,train,train,train
mp-1194943,,1.9664,Indirect,1,0.3104,Unstable,train,test,train,train,train
mp-2217781,MgSbS2NF6,2.1246,Indirect,1,0.3052,Unstable,test,train,val,train,train
mp-1204119,,0.2045,Direct,0,0.4231,Unstable,train,val,train,test,train
mp-556154,AsSeS3N5F6,2.5393,Indirect,1,0.36,Unstable,train,train,train,train,test
mp-769600,LiV2S2(O4F3)2,1.1574,Indirect,1,0.0553,Stable,train,train,train,test,train
mp-1200466,Rb2Sb2SO5F6,0.0423,Indirect,1,0.2567,Unstable,train,test,train,train,train
mp-1213742,Cs2Sb2SO5F6,0.3019,Direct,0,0.2672,Unstable,train,train,test,train,train
mp-695699,Te2AsS4N4(ClF2)3,0.7743,Indirect,1,0.3921,Unstable,train,train,test,train,train
mp-1200671,,3.2553,Indirect,1,0.1654,Unstable,val,train,test,train,train
mp-699429,,2.4226,Indirect,1,0.1608,Unstable,test,train,train,train,train
mp-743577,,4.3131,Indirect,1,0.1302,Unstable,train,test,train,train,train
mp-1194856,,3.9067,Indirect,1,0.2824,Unstable,test,train,train,train,train
mp-1195079,,6.1847,Indirect,1,0.228,Unstable,train,train,train,train,test
mp-1194781,,4.3372,Direct,0,0.4507,Unstable,train,test,val,train,train
mp-560589,NbSe2SN2ClF6,2.2159,Direct,0,0.104,Unstable,train,train,train,test,val
mp-561321,AsSeS2N2ClF6,2.2285,Indirect,1,0.1462,Unstable,test,val,train,train,train
mp-699253,,5.5289,Indirect,1,0.2532,Unstable,test,train,train,train,train
mp-708184,,5.8948,Indirect,1,0.3468,Unstable,train,train,train,train,test
mp-1196633,,2.7103,Indirect,1,0.3155,Unstable,train,test,val,train,train
mp-573066,,5.9374,Direct,0,0.2162,Unstable,test,train,val,train,train
mp-723065,,5.8985,Indirect,1,0.2456,Unstable,test,train,val,train,val
mp-1196643,,0.0016,Indirect,1,0.5019,Unstable,train,val,train,train,test
mp-1196797,AgAsS16N16(O4F3)2,1.8455,Indirect,1,0.4817,Unstable,train,test,train,val,train
mp-1200245,,3.3164,Direct,0,0.1559,Unstable,test,val,train,train,train
mp-1209137,,3.2855,Indirect,1,0.0359,Stable,test,train,train,train,train
mp-1238618,,3.1991,Indirect,1,0.04,Stable,val,train,test,train,train
mp-649756,AgAsS6N4(OF3)2,1.8836,Direct,0,0.2635,Unstable,train,train,val,test,train
mp-557395,,5.9655,Indirect,1,0.2422,Unstable,train,val,train,train,test
mp-707466,,6.419,Indirect,1,0.2384,Unstable,val,train,train,test,train
mp-6902,,6.2589,Direct,0,0.2241,Unstable,train,train,train,train,test
mp-616160,,3.0643,Direct,0,0.5292,Unstable,train,val,train,test,val
mp-554710,,2.6314,Indirect,1,0.1681,Unstable,test,train,train,train,train
mp-1204843,,0.5519,Direct,0,0.483,Unstable,train,train,train,test,train
mp-1202301,,3.2089,Direct,0,0.0035,Stable,train,test,val,train,train
mp-1204443,,3.0185,Direct,0,0.0,Stable,train,train,test,train,train
mp-27349,,4.9968,Indirect,1,0.0,Stable,train,val,train,test,train
mp-1197121,SbSO2F7,3.4888,Indirect,1,0.0435,Stable,train,train,train,test,train
mp-556762,,4.9587,Indirect,1,0.2352,Unstable,test,val,train,train,train
mp-1197346,,5.0502,Indirect,1,0.0057,Stable,train,train,val,train,test
mp-605676,,3.1637,Direct,0,0.2593,Unstable,train,train,train,test,train
mp-565400,,2.2522,Direct,0,0.1956,Unstable,train,val,train,test,train
mp-1234900,MgS8(O5F2)4,3.0932,Indirect,1,0.0846,Stable,test,train,train,train,train
mp-1233665,MgS8(O5F2)4,2.7551,Indirect,1,0.1461,Unstable,train,train,train,train,test
mp-1219884,Pr6S3(OF4)2,2.6461,Direct,0,0.0,Stable,train,val,test,train,train
mp-1220263,Nd6S3(OF4)2,2.669,Direct,0,0.0266,Stable,train,test,train,train,train
mp-1223425,La6S3(OF4)2,2.6035,Direct,0,0.0,Stable,train,train,test,val,train
mp-1224731,Gd6S3(OF4)2,1.5214,Indirect,1,0.1,Stable,val,train,train,train,test
mp-1234712,MgS8(O5F2)4,0.3839,Indirect,1,0.1783,Unstable,train,test,train,train,train
mp-41092,AsSClOF8,4.0322,Indirect,1,0.0305,Stable,test,train,train,train,train
mp-1198254,Ca3Al2S(OF)8,0.691,Direct,0,0.3398,Unstable,train,train,test,train,train
mp-1194939,Na12Mn3S6(O3F)8,0.5619,Indirect,1,0.0,Stable,train,val,test,train,train
mp-1214666,,0.2631,Direct,0,0.2373,Unstable,test,train,train,train,val
mp-1229176,AsSClOF8,3.8372,Indirect,1,0.0282,Stable,train,val,test,train,train
mp-1247811,,0.4187,Indirect,1,0.5051,Unstable,train,train,test,train,train
mp-695900,,4.5393,Indirect,1,0.1248,Unstable,train,train,test,train,val
mp-23872,,5.8611,Indirect,1,0.0011,Stable,train,train,train,train,test
mp-1247925,,1.2189,Indirect,1,0.2499,Unstable,train,train,train,test,train
mp-556515,AsSOF9,3.9591,Direct,0,0.0466,Stable,train,train,train,test,train
mp-695196,AsS2N2OF9,0.3272,Indirect,1,0.5509,Unstable,train,train,train,train,test
mp-1211985,K3Zr2S(O2F3)3,0.3535,Indirect,1,0.1794,Unstable,test,train,train,train,train
mp-1194984,,1.4401,Indirect,1,0.4433,Unstable,train,train,train,test,train
mp-557900,,3.8215,Indirect,1,0.0508,Stable,train,train,train,train,test
mp-560077,AsSXe2(OF3)3,2.2156,Indirect,1,0.0422,Stable,train,train,train,test,train
mp-561244,,3.8312,Indirect,1,0.0858,Stable,train,train,test,train,train
mp-1212475,,0.0269,Indirect,1,0.8982,Unstable,train,test,train,train,train
mp-558687,,3.5403,Direct,0,0.3132,Unstable,val,train,train,test,train
mp-696994,,4.0787,Indirect,1,0.0024,Stable,train,train,test,train,train
mp-1198517,,3.0538,Indirect,1,0.2225,Unstable,test,train,train,train,train
mp-555189,,5.9665,Direct,0,0.1516,Unstable,train,train,val,train,test
mp-699914,,3.1326,Direct,0,0.6059,Unstable,val,test,train,train,train
mp-1198235,,2.7202,Direct,0,0.1933,Unstable,train,test,val,train,train
mp-540953,,5.3632,Indirect,1,0.1445,Unstable,train,train,train,train,test
mp-541101,,5.966,Indirect,1,0.1451,Unstable,train,train,train,test,train
mp-540956,,5.9591,Indirect,1,0.1439,Unstable,test,train,train,val,val
mp-1199850,,5.5252,Indirect,1,0.1419,Unstable,train,train,train,test,val
mp-540955,,5.7748,Indirect,1,0.1463,Unstable,train,train,train,train,test
mp-543032,,6.0577,Indirect,1,0.1483,Unstable,train,test,val,train,val
mp-707824,,3.6119,Indirect,1,0.1353,Unstable,train,train,train,test,train
mp-1196706,,4.9442,Indirect,1,0.0991,Stable,test,train,train,train,train
mp-693773,,3.9347,Direct,0,0.169,Unstable,train,train,train,val,test
mp-1195293,,3.0602,Indirect,1,0.0563,Stable,train,train,train,test,train
mp-1203926,,1.9685,Indirect,1,0.1656,Unstable,train,train,val,train,test
mp-1214334,,3.1756,Indirect,1,0.2982,Unstable,train,train,test,val,train
mp-1196491,,4.8191,Direct,0,0.0,Stable,train,train,train,test,train
mp-1210853,,2.0929,Direct,0,0.3473,Unstable,train,train,train,test,val
mp-556406,AsS2NF10,4.545,Indirect,1,0.0402,Stable,train,train,train,test,train
mp-1204134,Ba9In4(SF)10,2.2503,Direct,0,0.0284,Stable,train,train,train,train,test
mp-1214763,,0.6846,Direct,0,0.2056,Unstable,val,train,val,train,test
mp-1203746,AsSXeNF10,2.5478,Indirect,1,0.285,Unstable,train,train,val,val,test
mp-727093,,0.7425,Indirect,1,0.6746,Unstable,train,test,train,train,val
mp-1193289,,4.6288,Indirect,1,0.0847,Stable,train,train,test,train,train
mp-541094,Ta2Hg3S(O2F5)2,2.4645,Indirect,1,0.0,Stable,train,test,train,train,train
mp-541093,Nb2Hg3S(O2F5)2,2.3509,Indirect,1,0.0,Stable,test,train,train,train,train
mp-554788,AsSXeNF10,2.9961,Direct,0,0.3,Unstable,val,test,train,train,train
mp-560450,Sb2SNF11,3.5694,Direct,0,0.0853,Stable,test,train,val,train,val
mp-561235,,4.6609,Indirect,1,0.0968,Stable,val,val,test,train,val
mp-558893,,4.478,Indirect,1,0.0855,Stable,val,train,test,train,train
mp-1204430,,0.544,Indirect,1,0.1966,Unstable,train,train,test,train,val
mp-555986,,3.2632,Indirect,1,0.202,Unstable,val,train,train,test,train
mp-1196293,,0.1027,Indirect,1,0.3547,Unstable,test,train,train,train,train
mp-723419,Sb2S19F12,1.9679,Indirect,1,0.0,Stable,train,train,test,train,train
mp-28291,Ge(SF6)2,4.9705,Indirect,1,0.0,Stable,train,train,train,train,test
mp-1200138,,1.047,Indirect,1,0.1362,Unstable,train,train,test,train,train
mp-662789,Te3As2(SF4)3,2.0842,Direct,0,0.0868,Stable,train,train,test,val,train
mp-1195784,,0.8569,Indirect,1,0.2106,Unstable,test,train,train,train,val
mp-1226414,,4.4739,Indirect,1,0.0,Stable,train,train,train,test,train
mp-541204,As2S3(NF6)2,2.2041,Indirect,1,0.1068,Unstable,test,train,train,val,train
mp-1247820,As2S5N4(OF6)2,0.5332,Indirect,1,0.536,Unstable,train,val,val,val,test
mp-1198499,CoAs2S4(O2F3)4,2.5374,Indirect,1,0.0656,Stable,train,train,train,test,train
mp-1201031,ZnAs2S4(O2F3)4,3.2295,Indirect,1,0.0317,Stable,test,train,train,train,train
mp-1204738,FeAs2S4(O2F3)4,3.2335,Indirect,1,0.0967,Stable,train,train,test,train,train
mp-1229221,As2Se3S3(NF3)4,1.5494,Indirect,1,0.1476,Unstable,test,train,train,train,train
mp-556926,CuAs2S4(O2F3)4,0.7933,Indirect,1,0.0311,Stable,train,test,train,train,train
mp-559097,NiAs2S6(OF)12,1.627,Indirect,1,0.02,Stable,val,train,train,train,test
mp-555121,MgAs2S2(OF3)4,3.5869,Indirect,1,0.0517,Stable,train,train,train,test,train
mp-561487,Te4As2S(OF6)2,1.2366,Indirect,1,0.1278,Unstable,train,train,test,train,train
mp-560703,Te3As2S(OF6)2,2.0331,Indirect,1,0.1324,Unstable,train,train,train,train,test
mp-562774,CoSb2S2(OF3)4,3.1386,Indirect,1,0.0012,Stable,train,train,test,train,train
mp-542064,MnAs2S2(OF3)4,1.8017,Indirect,1,0.0404,Stable,test,train,train,train,train
mp-558288,CdAs2S2(OF3)4,3.4985,Direct,0,0.0379,Stable,train,train,train,train,test
mp-541335,As2Se2S(NF6)2,2.2799,Indirect,1,0.112,Unstable,train,train,train,test,train
mp-557791,Te4As2S(OF6)2,1.2491,Indirect,1,0.1236,Unstable,train,train,train,test,train
mp-1101144,Te2As2SI6(OF6)2,0.1269,Indirect,1,0.3312,Unstable,train,train,val,test,train
mp-1233092,,2.206,Indirect,1,0.3988,Unstable,train,train,train,test,train
mp-1233983,,2.4902,Direct,0,0.3182,Unstable,train,train,train,test,train
mp-1234282,,3.8085,Indirect,1,0.2747,Unstable,val,test,train,val,val
mp-1234857,,4.2729,Indirect,1,0.3114,Unstable,val,train,train,test,train
mp-706456,Te2As2SI6(OF6)2,0.08,Indirect,1,0.3835,Unstable,train,test,train,train,val
mp-555299,,6.2686,Indirect,1,0.2505,Unstable,val,train,train,test,val
mp-1200298,,1.8291,Direct,0,0.2084,Unstable,train,train,train,val,test
mp-557236,Te2As2Se8S(OF6)2,1.4407,Indirect,1,0.0,Stable,train,train,test,train,val
mp-709432,,6.2926,Indirect,1,0.1733,Unstable,test,train,train,train,train
mp-1197884,,2.8513,Direct,0,0.1387,Unstable,train,val,test,train,train
mp-1201845,,1.5318,Indirect,1,0.2204,Unstable,train,test,train,train,train
mp-1201380,,2.8314,Direct,0,0.1478,Unstable,test,val,train,train,train
mp-557010,CdAs2S18N12(OF2)6,2.195,Indirect,1,0.3012,Unstable,train,train,test,train,train
mp-558968,,3.0306,Indirect,1,0.6184,Unstable,train,train,test,train,train
mp-1181934,,1.5647,Direct,0,0.5328,Unstable,train,train,train,train,test
mp-554761,,6.1503,Direct,0,0.2505,Unstable,train,train,train,train,test
mp-606304,,0.3619,Indirect,1,0.6082,Unstable,train,train,test,train,train
mp-556173,,2.2267,Indirect,1,0.2468,Unstable,train,train,train,test,train
mp-651073,,3.5406,Direct,0,0.2285,Unstable,val,train,test,train,train
mp-1201063,AsS2XeN2F13,2.793,Indirect,1,0.3361,Unstable,train,test,train,train,train
mp-560424,,3.0921,Indirect,1,0.2635,Unstable,train,test,train,train,train
mp-1228916,,5.5254,Indirect,1,0.0211,Stable,train,test,val,train,train
mp-560084,NiAs2S6N4(OF2)8,3.0622,Indirect,1,0.1952,Unstable,val,train,train,test,train
mp-1204693,Ba18In8(S7F6)3,2.2909,Direct,0,0.0074,Stable,train,train,train,train,test
mp-1203902,CoAs2S6(NF3)6,1.9483,Direct,0,0.2059,Unstable,train,test,train,train,train
mp-558770,NiAs2S6(NF3)6,2.435,Indirect,1,0.2095,Unstable,train,train,train,train,test
mp-1197776,FeTe3S3Cl3(OF2)9,3.0463,Indirect,1,0.0538,Stable,test,val,train,train,train
mp-650524,Sb3S2XeN(O2F9)2,1.6989,Indirect,1,0.1406,Unstable,train,val,test,train,train
mp-1195359,,5.6331,Direct,0,0.259,Unstable,train,test,train,train,train
mp-1195523,,5.6823,Direct,0,0.2581,Unstable,train,test,val,train,val
mp-1196568,,5.6815,Direct,0,0.2578,Unstable,train,train,train,val,test
mp-1219560,,2.5341,Indirect,1,0.1957,Unstable,train,val,train,test,train
mp-1198212,,2.2331,Indirect,1,0.2586,Unstable,train,train,test,train,train
mp-1205251,,3.5495,Direct,0,0.508,Unstable,val,train,train,train,test
mp-573010,MnAs2S4(NF6)4,3.5362,Direct,0,0.1882,Unstable,val,train,test,train,train
mp-554195,Sb3As2S14(IF8)3,1.8401,Direct,0,0.1409,Unstable,train,test,train,train,train
mp-705014,,2.5717,Indirect,1,0.5973,Unstable,val,train,train,train,test
mp-559978,CuAs2S8N8(OF7)4,1.1666,Indirect,1,0.2436,Unstable,train,train,train,train,test
mp-555028,AgSbTe6S16(OF5)6,0.8025,Indirect,1,0.1354,Unstable,train,train,train,val,test
mp-560359,SbTe7SXeCl(OF4)9,1.5664,Indirect,1,0.0432,Stable,val,test,train,train,train
mp-581488,SbTe7SXeCl(OF4)9,1.4924,Indirect,1,0.0432,Stable,val,val,test,train,train
mp-14673,Sb9S4F39,1.7301,Direct,0,0.0,Stable,test,train,train,train,train
mp-556278,Bi6As9Se4S10(O4F13)5,2.0161,Indirect,1,0.0369,Stable,test,val,train,train,val
mp-28096,,2.8804,Indirect,1,0.0,Stable,train,train,train,train,test
mp-27952,,2.6955,Indirect,1,0.2659,Unstable,val,train,train,test,train
mp-31263,In5S5Cl,1.2286,Indirect,1,0.0,Stable,train,train,test,train,train
mp-30099,PdSCl,1.1221,Indirect,1,0.0204,Stable,train,train,train,test,train
mp-29067,,2.604,Indirect,1,0.2964,Unstable,test,train,train,val,train
mp-556273,,2.2113,Indirect,1,0.4341,Unstable,train,test,train,val,train
mp-560901,PdSCl,0.9647,Indirect,1,0.0,Stable,train,train,test,train,train
mp-561307,DySCl,2.7618,Indirect,1,0.0,Stable,train,train,test,train,train
mp-653579,Re3S4Cl,1.6748,Indirect,1,0.0,Stable,train,train,train,test,train
mp-28374,,1.4232,Indirect,1,0.3308,Unstable,train,train,test,train,train
mp-1210546,MoSCl,0.8894,Indirect,1,0.0214,Stable,train,test,train,val,train
mp-1210046,PrSCl,2.6929,Indirect,1,0.0262,Stable,train,test,train,train,train
mp-772534,LaSCl,2.5588,Indirect,1,0.0196,Stable,train,train,test,train,train
mp-27616,ErSCl,2.9329,Direct,0,0.0,Stable,train,train,train,test,train
mp-1213844,CeSCl,0.1365,Direct,0,0.0,Stable,test,train,train,train,train
mp-29311,,1.3453,Direct,0,0.2344,Unstable,train,train,train,test,train
mp-23318,BiSCl,1.9636,Indirect,1,0.0,Stable,train,train,train,test,train
mp-606912,,1.9565,Indirect,1,0.4375,Unstable,test,train,train,train,train
mp-1208155,TlIn4S5Cl,1.5302,Indirect,1,0.0,Stable,train,val,train,train,test
mp-558368,AgBi2S3Cl,0.7834,Indirect,1,0.0098,Stable,train,train,train,test,train
mp-1197810,Cs6Dy21S34Cl,1.9469,Indirect,1,0.0,Stable,train,train,test,train,train
mp-1199243,Cs6Ho21S34Cl,1.9586,Indirect,1,0.0,Stable,train,train,train,test,train
mp-1212237,Hg3S2BrCl,1.639,Indirect,1,0.0032,Stable,train,train,test,train,train
mp-23586,Hg6S4Br3Cl,1.5348,Indirect,1,0.0014,Stable,test,train,train,train,val
mp-542474,Hg3S2ICl,1.4043,Indirect,1,0.0139,Stable,test,train,train,train,train
mp-556541,InSb2S4Cl,1.5525,Indirect,1,0.0,Stable,test,train,train,train,val
mp-559521,InBi2S4Cl,1.5805,Indirect,1,0.0,Stable,train,train,train,test,train
mp-1192852,,1.3845,Indirect,1,0.0371,Stable,train,test,train,val,train
mp-1213106,CuTeSCl,1.22,Indirect,1,0.0803,Stable,train,test,train,train,train
mp-555237,PrSClO4,4.7054,Direct,0,0.0,Stable,val,train,test,train,train
mp-558122,GdSClO4,1.9163,Indirect,1,0.0,Stable,train,test,val,train,train
mp-558295,,2.2843,Indirect,1,0.4944,Unstable,val,train,train,train,test
mp-559889,,2.7545,Indirect,1,0.3712,Unstable,test,train,val,train,train
mp-559820,LaSClO4,4.0939,Indirect,1,0.0,Stable,train,train,test,train,train
mp-667281,,3.4976,Direct,0,0.303,Unstable,test,train,train,train,train
mp-1205371,Ba3InS4Cl,2.8257,Indirect,1,0.013,Stable,train,train,train,test,train
mp-542133,Ce3Si2S8Cl,0.1024,Indirect,1,0.0,Stable,test,val,train,train,train
mp-556246,La3Si2S8Cl,2.6154,Direct,0,0.0,Stable,test,train,train,train,train
mp-556179,Pr3Si2S8Cl,2.7409,Indirect,1,0.0,Stable,train,val,train,train,test
mp-558667,,2.3178,Indirect,1,0.268,Unstable,train,test,train,train,train
mp-557510,Cu3TeS3Cl,0.7673,Indirect,1,0.0661,Stable,train,val,train,train,test
mp-1224076,In2AgS3Cl,1.088,Direct,0,0.0,Stable,train,train,test,val,train
mp-559355,Hg3AsS4Cl,1.5138,Indirect,1,0.0042,Stable,test,train,train,train,train
mp-1226127,Cu3Bi2S4Cl,0.8113,Indirect,1,0.0046,Stable,train,test,train,train,train
mp-1193300,ReS2ClO9,2.396,Indirect,1,0.0,Stable,train,train,test,train,train
mp-555567,,1.3093,Indirect,1,0.1221,Unstable,train,train,val,test,val
mp-985592,Li6PS5Cl,2.2955,Direct,0,0.0829,Stable,train,train,train,train,test
mp-1219229,Sm3SiS6Cl,1.8437,Indirect,1,0.028,Stable,train,train,test,val,train
mp-672253,CuHgSCl,0.5616,Indirect,1,0.0238,Stable,train,test,train,train,train
mp-23567,CuHgSCl,0.57,Indirect,1,0.0132,Stable,train,train,test,train,train
mp-729158,,0.0398,Indirect,1,1.3927,Unstable,test,train,train,train,val
mp-558199,CuAs4S3Cl,1.6696,Direct,0,0.0042,Stable,val,val,val,test,val
mp-628633,,1.4706,Indirect,1,0.3373,Unstable,train,val,val,test,train
mp-1181082,HgSNCl,0.6272,Indirect,1,0.6619,Unstable,train,val,test,train,val
mp-1198976,Ba3GaS4Cl,3.1691,Direct,0,0.0,Stable,train,train,train,train,test
mp-555012,La6S4N3Cl,1.295,Indirect,1,0.0512,Stable,test,train,train,train,train
mp-556087,Pr6S4N3Cl,1.2595,Indirect,1,0.0445,Stable,train,train,test,train,train
mp-557049,CdSbS2Cl,1.6373,Indirect,1,0.0075,Stable,val,train,train,train,test
mp-557029,PtS4N3Cl,1.5036,Indirect,1,0.4396,Unstable,train,train,train,test,train
mp-556910,Sm3SiS6Cl,2.6328,Indirect,1,0.0,Stable,train,test,train,train,train
mp-558130,MnBiS2Cl,0.854,Indirect,1,0.0,Stable,train,test,train,train,train
mp-558844,,4.0556,Direct,0,0.2845,Unstable,train,train,test,train,train
mp-558849,CdBiS2Cl,1.916,Indirect,1,0.012,Stable,train,train,val,train,test
mp-559779,Nd3SiS6Cl,2.6289,Indirect,1,0.0,Stable,test,train,train,train,train
mp-561469,Nd6S4N3Cl,1.2529,Indirect,1,0.0283,Stable,train,train,train,val,test
mp-556856,,4.1666,Indirect,1,0.0139,Stable,val,train,val,train,test
mp-677013,Na3Pb2S3ClO12,4.1483,Indirect,1,0.0006,Stable,test,train,train,val,train
mp-1202298,K4Mo2S4ClO20,0.0626,Direct,0,0.6025,Unstable,test,train,train,train,val
mp-558745,Rb4NpS2ClO10,0.1333,Indirect,1,0.0,Stable,train,test,train,train,train
mp-553977,K4NpS2ClO10,0.1226,Indirect,1,0.0,Stable,train,test,train,train,train
mp-1194731,CsBa2SnS4Cl,2.5537,Direct,0,0.0,Stable,val,train,test,train,train
mp-1203697,CuAs7PS7Cl,1.8362,Direct,0,0.0018,Stable,val,val,test,train,train
mp-1212759,,3.0664,Indirect,1,0.035,Stable,val,train,test,val,train
mp-23146,TlZnSClO4,4.3633,Indirect,1,0.0,Stable,train,train,train,test,train
mp-559540,RbZnSClO4,4.5467,Indirect,1,0.0,Stable,train,train,train,test,train
mp-644221,,2.3655,Direct,0,0.3223,Unstable,train,train,val,val,test
mp-679669,NaZr2SN2Cl,1.9293,Indirect,1,0.0767,Stable,train,test,train,val,train
mp-1202430,,5.3509,Direct,0,0.0022,Stable,val,val,test,train,train
mp-1197298,CuAs12P4S12Cl,2.2937,Indirect,1,0.0,Stable,train,test,train,train,train
mp-1220698,NaZr2SN2Cl,1.1212,Indirect,1,0.0918,Stable,train,test,train,train,train
mp-2240378,MgCu3TeS3Cl,0.3029,Indirect,1,0.2359,Unstable,train,val,test,train,train
mp-1201802,Ba4NaGe3S10Cl,1.8421,Indirect,1,0.0058,Stable,train,train,train,train,test
mp-726331,,0.5571,Direct,0,0.5777,Unstable,train,val,train,train,test
mp-555092,K3WS3ClO,2.7764,Direct,0,0.1616,Unstable,test,train,train,train,train
mp-23150,,2.7134,Indirect,1,0.3042,Unstable,train,train,test,val,train
mp-561299,As2Pb4S6ICl,1.829,Indirect,1,0.0106,Stable,train,train,val,test,train
mp-1224128,K3Sn2S3ClO3,0.8936,Indirect,1,0.5463,Unstable,test,train,train,train,train
mp-1223492,Na3Pb2S3ClO12,4.2515,Indirect,1,0.0,Stable,train,test,train,train,train
mp-42091,K3Sn2S3ClO12,3.9145,Indirect,1,0.0056,Stable,train,train,train,test,train
mp-554279,Tl3Hg2S3ClO12,2.7629,Indirect,1,0.0,Stable,train,train,train,train,test
mp-560324,Rb3Hg2S3ClO12,2.4564,Indirect,1,0.0,Stable,test,train,train,train,train
mp-1097034,Li20Si3P3S23Cl,2.3724,Indirect,1,0.0355,Stable,train,train,train,train,test
mp-1040451,Li20Si3P3S23Cl,2.3936,Indirect,1,0.0353,Stable,train,test,train,train,train
mp-1097035,Li20Si3P3S23Cl,2.3076,Indirect,1,0.0305,Stable,train,train,train,test,train
mp-720300,,3.6373,Direct,0,0.0494,Stable,train,train,train,test,val
mp-1196906,CoS2N5ClO4,0.6526,Indirect,1,1.0998,Unstable,train,val,val,test,train
mp-23652,Hg6S4IBr2Cl,1.8506,Direct,0,0.0142,Stable,train,test,val,train,train
mp-559882,,2.4401,Direct,0,0.1754,Unstable,test,train,train,train,train
mp-672333,,3.1395,Indirect,1,0.1194,Unstable,test,train,train,train,train
mp-1183000,,0.0004,Indirect,1,0.9474,Unstable,train,val,train,test,val
mp-560773,K2NaS2ClO6,5.1595,Direct,0,0.0117,Stable,test,val,train,val,train
mp-560045,,4.3987,Indirect,1,0.0679,Stable,train,train,train,test,train
mp-1196734,,2.7072,Indirect,1,0.033,Stable,train,train,test,train,train
mp-1198154,,3.5272,Direct,0,0.1562,Unstable,test,train,val,val,train
mp-1199373,,3.3939,Indirect,1,0.5895,Unstable,train,train,train,test,train
mp-1204384,,0.3084,Indirect,1,0.5528,Unstable,train,train,test,train,train
mp-1213279,,3.0812,Direct,0,0.1932,Unstable,train,train,train,test,val
mp-735513,,2.6821,Indirect,1,0.0453,Stable,test,train,train,train,train
mp-849796,,3.2835,Indirect,1,0.0131,Stable,train,train,train,train,test
mp-1196696,,1.872,Indirect,1,0.0077,Stable,train,train,train,train,test
mp-1200739,,3.3228,Indirect,1,0.0281,Stable,train,train,train,test,train
mp-680067,,2.5318,Direct,0,0.8971,Unstable,test,train,train,train,train
mp-1201631,,0.5487,Direct,0,0.0514,Stable,test,train,train,val,val
mp-1229293,,0.0052,Indirect,1,0.1169,Unstable,test,train,train,train,train
mp-23660,,4.3533,Direct,0,0.0,Stable,train,train,train,train,test
mp-1201712,,3.6582,Direct,0,0.2181,Unstable,test,train,train,train,train
mp-1181719,,0.4931,Indirect,1,0.0,Stable,train,train,train,test,train
mp-1202744,,4.0958,Indirect,1,0.3569,Unstable,train,train,train,train,test
mp-1204845,,3.4124,Direct,0,0.4775,Unstable,train,train,val,val,test
mp-1204531,,0.0229,Indirect,1,0.1275,Unstable,train,train,test,train,train
mp-1205047,,3.46,Direct,0,0.1123,Unstable,test,train,train,train,train
mp-1205165,,0.0114,Indirect,1,0.0773,Stable,train,train,train,train,test
mp-558541,,3.4454,Indirect,1,0.4082,Unstable,val,test,train,train,train
mp-706670,,0.8977,Indirect,1,0.0069,Stable,train,train,test,train,train
mp-707816,,2.4905,Indirect,1,0.6177,Unstable,train,train,test,train,train
mp-1205234,,3.464,Indirect,1,0.5889,Unstable,train,train,train,test,train
mp-1198652,,2.8664,Direct,0,0.1402,Unstable,test,train,train,train,val
mp-1198531,,0.5902,Indirect,1,1.0974,Unstable,val,test,train,val,train
mp-1200704,,2.8692,Direct,0,0.19,Unstable,test,train,train,train,train
mp-1201812,,2.6044,Direct,0,0.0431,Stable,test,train,train,train,train
mp-600205,,2.626,Direct,0,0.2188,Unstable,train,test,train,val,train
mp-721604,,1.0156,Indirect,1,0.1145,Unstable,val,test,train,val,train
mp-603254,,3.0168,Direct,0,0.0546,Stable,train,train,test,train,train
mp-720855,,0.4714,Indirect,1,0.0731,Stable,train,val,train,train,test
mp-1199396,,2.7683,Direct,0,0.0225,Stable,train,train,test,val,train
mp-1196726,,2.7848,Indirect,1,0.0339,Stable,test,train,train,train,train
mp-559704,,4.0792,Indirect,1,0.39,Unstable,train,train,test,val,train
mp-706304,,2.4583,Direct,0,0.3354,Unstable,train,train,train,test,train
mp-1199124,,5.0711,Indirect,1,0.0,Stable,train,train,train,train,test
